figure,factor,curve_name,x_value,y_value,point_type,page_x_pdf_points,page_y_pdf_points,source_page,notes
Figure 17,GLh,H_ft=6,42.0,0.638361,endpoint/control;spreadsheet_x;uniform_sample,479.267336,610.739723,PDF page 29 / API page 23,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 17,GLh,H_ft=8,2.460681,2.445733,endpoint/control;uniform_sample,183.869995,474.753021,PDF page 29 / API page 23,point_type=endpoint/control;uniform_sample
Figure 17,GLh,H_ft=8,2.753,2.187122,spreadsheet_x,185.970305,494.210958,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,3.408,1.901894,spreadsheet_x,190.67648,515.671508,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,3.778659,1.791486,uniform_sample,193.339662,523.978586,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,4.0,1.734698,spreadsheet_x,194.93,528.251294,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,4.932,1.536743,spreadsheet_x,201.86874,543.145455,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,5.096636,1.507803,uniform_sample,203.094454,545.322865,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,6.0,1.370671,spreadsheet_x,209.82,555.640699,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,6.414613,1.317522,uniform_sample,212.906795,559.639636,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,7.73259,1.177918,uniform_sample,222.719136,570.143438,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,8.0,1.15401,spreadsheet_x,224.71,571.942303,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,9.050568,1.074252,uniform_sample,232.258329,577.943245,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,10.0,1.014843,spreadsheet_x,239.08,582.413177,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,10.368545,0.993899,uniform_sample,241.825661,583.989057,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,11.686522,0.93128,uniform_sample,251.644591,588.700493,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,12.0,0.919043,spreadsheet_x,253.98,589.621179,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,13.0045,0.884547,uniform_sample,261.980839,592.21669,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,13.932578,0.864075,endpoint/control,269.372986,593.757019,PDF page 29 / API page 23,point_type=endpoint/control
Figure 17,GLh,H_ft=8,14.0,0.863391,spreadsheet_x,269.91,593.808483,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,14.322477,0.860369,uniform_sample,272.27734,594.035827,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,15.640454,0.848177,uniform_sample,281.696663,594.953156,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,16.0,0.844777,spreadsheet_x,284.288701,595.209009,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,16.958431,0.835331,uniform_sample,291.415522,595.919686,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,18.276409,0.822107,uniform_sample,301.228595,596.91465,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,19.594386,0.808642,uniform_sample,311.048176,597.927763,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,20.912363,0.795301,uniform_sample,320.625331,598.931518,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,22.230341,0.781837,uniform_sample,330.15496,599.944614,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,23.548318,0.767785,uniform_sample,339.967227,601.001846,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,24.866295,0.753058,uniform_sample,350.121755,602.109953,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,26.184273,0.738057,uniform_sample,360.338975,603.238625,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,27.50225,0.724007,uniform_sample,369.803665,604.295707,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,28.0,0.718652,spreadsheet_x,373.385958,604.698632,PDF page 29 / API page 23,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,28.820227,0.709486,uniform_sample,379.486591,605.388265,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,30.138204,0.694575,uniform_sample,389.332487,606.510178,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,31.456182,0.679043,uniform_sample,399.48988,607.678781,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,32.774159,0.663992,uniform_sample,409.242332,608.811204,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,34.092136,0.649251,uniform_sample,418.711999,609.920368,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,35.410114,0.633797,uniform_sample,428.555346,611.083119,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,36.728091,0.617803,uniform_sample,438.654592,612.286496,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,38.046068,0.601302,uniform_sample,448.980944,613.528004,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,39.364045,0.586083,uniform_sample,458.420666,614.673115,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,40.682023,0.569658,uniform_sample,468.510974,615.908926,PDF page 29 / API page 23,point_type=uniform_sample
Figure 17,GLh,H_ft=8,42.0,0.551925,endpoint/control;spreadsheet_x;uniform_sample,479.263395,617.243154,PDF page 29 / API page 23,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 18-A,RF,H_ft=10,2.119082,0.662498,endpoint/control;uniform_sample,170.893005,205.593018,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,4.611639,0.662498,uniform_sample,189.693234,205.593018,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,7.104197,0.662498,uniform_sample,209.416901,205.593018,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,9.596754,0.662498,uniform_sample,228.295898,205.593018,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,12.069843,0.662498,endpoint/control,247.796997,205.593018,PDF page 34 / API page 28,point_type=endpoint/control | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,12.089311,0.662617,uniform_sample,247.941262,205.565539,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,14.581869,0.677847,uniform_sample,266.411645,202.047378,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,17.074426,0.693684,uniform_sample,285.537526,198.404362,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,19.566983,0.709508,uniform_sample,304.948676,194.707008,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,22.059541,0.724773,uniform_sample,323.685226,191.13815,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,24.552098,0.740633,uniform_sample,343.152904,187.430029,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,27.044656,0.755748,uniform_sample,361.706568,183.896005,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,29.537213,0.77154,uniform_sample,381.090226,180.203889,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,32.02977,0.787204,uniform_sample,400.316842,176.541684,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,34.522328,0.802771,uniform_sample,419.256876,172.934067,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,37.014885,0.819319,uniform_sample,438.894417,169.193591,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,39.507443,0.835829,uniform_sample,458.440579,165.470521,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=10,42.0,0.853033,endpoint/control;uniform_sample,478.808014,161.591019,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,2.106446,0.801809,endpoint/control;uniform_sample,170.794006,173.142014,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,4.595462,0.801809,uniform_sample,189.520445,173.142014,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,7.084478,0.801809,uniform_sample,209.262309,173.142014,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,9.573494,0.801809,uniform_sample,228.123194,173.142014,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,12.06251,0.801809,uniform_sample,247.635708,173.142014,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,13.852927,0.801809,endpoint/control,260.997986,173.142014,PDF page 34 / API page 28,point_type=endpoint/control | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,14.551526,0.803693,uniform_sample,266.22736,172.717286,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,17.040542,0.810522,uniform_sample,285.18709,171.177387,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,19.529558,0.8175,uniform_sample,304.562449,169.60373,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,22.018574,0.824359,uniform_sample,323.605645,168.057051,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,24.50759,0.831227,uniform_sample,342.674149,166.508316,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,26.996606,0.837953,uniform_sample,361.3498,164.991489,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,29.485622,0.844877,uniform_sample,380.573276,163.430168,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,31.974638,0.851809,uniform_sample,399.819318,161.867014,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,34.463654,0.858674,uniform_sample,418.879408,160.318963,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,36.95267,0.865704,uniform_sample,438.396729,158.733776,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,39.441686,0.872738,uniform_sample,457.925302,157.147675,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=14,41.930702,0.879862,endpoint/control;uniform_sample,477.707001,155.541016,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,2.131972,0.476627,endpoint/control;uniform_sample,170.994003,248.495026,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,4.623724,0.476627,uniform_sample,189.787679,248.495026,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,7.115476,0.476627,uniform_sample,209.50533,248.495026,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,9.607228,0.476627,uniform_sample,228.380604,248.495026,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,12.000879,0.476627,endpoint/control,247.247009,248.495026,PDF page 34 / API page 28,point_type=endpoint/control | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,12.098979,0.477796,uniform_sample,247.975386,248.221668,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,14.590731,0.507497,uniform_sample,266.476179,241.278388,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,17.082483,0.538713,uniform_sample,285.583073,234.10764,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,19.574234,0.570454,uniform_sample,305.010002,226.816783,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,22.065986,0.600856,uniform_sample,323.625228,219.830557,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,24.557738,0.632684,uniform_sample,343.211325,212.479965,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,27.04949,0.662791,uniform_sample,361.742461,205.525297,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,29.541241,0.694312,uniform_sample,381.118126,198.25368,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,32.032993,0.725288,uniform_sample,400.398749,191.017732,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,34.524745,0.755586,uniform_sample,419.274063,183.933895,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,37.016497,0.787103,uniform_sample,438.907833,176.565412,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,39.508248,0.819168,uniform_sample,458.4469,169.232471,PDF page 34 / API page 28,point_type=uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-A,RF,H_ft=6,42.0,0.853033,endpoint/control;uniform_sample,478.808014,161.591019,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For 5 ft <= LG < 10 ft.
Figure 18-B,RF,H_ft=10,2.054405,0.398835,endpoint/control;uniform_sample,160.455994,599.823975,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,4.547792,0.398835,uniform_sample,179.344206,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,7.041178,0.398835,uniform_sample,198.97413,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,9.534564,0.398835,uniform_sample,217.849507,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,12.027951,0.398835,uniform_sample,237.210951,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,14.521337,0.398835,uniform_sample,256.035803,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,17.014724,0.398835,uniform_sample,275.222213,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,19.50811,0.398835,uniform_sample,294.484629,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,22.001496,0.398835,uniform_sample,313.589391,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,24.494883,0.398835,uniform_sample,332.678291,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,26.988269,0.398835,uniform_sample,351.499824,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,29.481655,0.398835,uniform_sample,370.603487,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,31.975042,0.398835,uniform_sample,389.978586,599.823975,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,34.362004,0.398835,endpoint/control,407.96698,599.823975,PDF page 34 / API page 28,point_type=endpoint/control | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,34.468428,0.399828,uniform_sample,408.815714,599.590376,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,36.961814,0.42295,uniform_sample,428.565816,594.154519,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,39.455201,0.445829,uniform_sample,448.108775,588.775674,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=10,41.948587,0.469022,endpoint/control;uniform_sample,467.919983,583.322998,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,2.028861,0.492416,endpoint/control;uniform_sample,160.255981,577.822998,PDF page 34 / API page 28,point_type=endpoint/control;uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,4.527057,0.492416,uniform_sample,179.081445,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,7.025253,0.492416,uniform_sample,198.812934,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,9.52345,0.492416,uniform_sample,217.974513,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,12.021646,0.492416,uniform_sample,237.221888,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,14.519842,0.492416,uniform_sample,256.023239,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,17.018038,0.492416,uniform_sample,275.027346,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,19.516234,0.492416,uniform_sample,294.543362,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,22.01443,0.492416,uniform_sample,313.6531,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,24.512627,0.492416,uniform_sample,332.778599,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,27.010823,0.492416,uniform_sample,351.52536,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,29.509019,0.492416,uniform_sample,370.868302,577.822998,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,30.232964,0.492416,endpoint/control,376.61499,577.822998,PDF page 34 / API page 28,point_type=endpoint/control | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,32.007215,0.504666,uniform_sample,390.235801,574.968317,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,34.505411,0.521887,uniform_sample,409.110656,571.012481,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,37.003608,0.539937,uniform_sample,428.893266,566.866395,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
Figure 18-B,RF,H_ft=14,39.501804,0.557803,uniform_sample,448.474142,562.762589,PDF page 34 / API page 28,point_type=uniform_sample | For LG >= 10 ft.
